Latitude,Longitude,count,max,min,ptp
41.989,-87.679,4,2013-08-29,2013-08-29,0
41.989,-87.68,6,2013-08-29,2013-08-29,0
41.989,-87.681,3,2013-08-29,2013-08-29,0
41.989,-87.682,2,2013-08-29,2013-08-29,0
41.989,-87.683,1,2013-08-29,2013-08-29,0
41.99,-87.805,2,2011-09-07,2011-09-07,0
41.99,-87.804,5,2011-09-07,2011-09-07,0
41.99,-87.803,2,2011-09-07,2011-09-07,0
41.99,-87.801,2,2011-09-07,2011-09-07,0
41.99,-87.676,5,2013-08-29,2013-08-29,0
41.99,-87.677,3,2013-08-29,2013-08-29,0
41.99,-87.678,5,2013-08-29,2013-08-29,0
41.99,-87.679,2,2013-08-29,2013-08-29,0
41.99,-87.68,1,2013-08-29,2013-08-29,0
41.99,-87.681,2,2013-08-29,2013-08-29,0
41.99,-87.682,2,2013-08-29,2013-08-29,0
41.99,-87.683,1,2013-08-29,2013-08-29,0
41.99,-87.684,2,2013-08-29,2013-08-29,0
41.99,-87.685,3,2013-08-29,2013-08-29,0
41.99,-87.686,4,2013-08-29,2013-08-29,0
41.99,-87.687,4,2013-08-29,2013-08-29,0
41.99,-87.691,1,2013-08-29,2013-08-29,0
41.99,-87.692,2,2013-08-29,2013-08-29,0
41.99,-87.693,2,2013-08-29,2013-08-29,0
41.99,-87.695,1,2013-08-29,2013-08-29,0
41.99,-87.697,4,2013-08-29,2013-08-29,0
41.99,-87.698,3,2013-08-29,2013-08-29,0
41.99,-87.796,1,2011-09-07,2011-09-07,0
41.99,-87.797,2,2011-09-07,2011-09-07,0
41.99,-87.8,2,2011-09-07,2011-09-07,0
41.989,-87.684,6,2013-08-29,2013-08-29,0
41.989,-87.686,4,2013-08-29,2013-08-29,0
41.988,-87.692,2,2013-08-29,2013-08-29,0
41.988,-87.675,2,2013-08-29,2013-08-29,0
41.989,-87.822,2,2011-09-07,2011-09-07,0
41.988,-87.662,2,2013-08-29,2013-08-29,0
41.988,-87.663,1,2013-08-29,2013-08-29,0
41.988,-87.664,1,2013-08-29,2013-08-29,0
41.988,-87.665,1,2013-08-29,2013-08-29,0
41.988,-87.666,1,2013-08-29,2013-08-29,0
41.988,-87.667,1,2013-08-29,2013-08-29,0
41.988,-87.672,2,2013-08-29,2013-08-29,0
41.988,-87.673,3,2013-08-29,2013-08-29,0
41.988,-87.674,1,2013-08-29,2013-08-29,0
41.988,-87.677,6,2013-08-29,2013-08-29,0
41.989,-87.687,5,2013-08-29,2013-08-29,0
41.988,-87.678,6,2013-08-29,2013-08-29,0
41.988,-87.68,3,2013-08-29,2013-08-29,0
41.988,-87.681,2,2013-08-29,2013-08-29,0
41.988,-87.682,4,2013-08-29,2013-08-29,0
41.988,-87.683,5,2013-08-29,2013-08-29,0
41.988,-87.684,2,2013-08-29,2013-08-29,0
41.988,-87.685,1,2013-08-29,2013-08-29,0
41.988,-87.686,2,2013-08-29,2013-08-29,0
41.988,-87.687,3,2013-08-29,2013-08-29,0
41.988,-87.691,2,2013-08-29,2013-08-29,0
41.989,-87.821,3,2011-09-07,2011-09-07,0
41.989,-87.82,1,2011-09-07,2011-09-07,0
41.989,-87.819,2,2011-09-07,2011-09-07,0
41.989,-87.818,5,2011-09-07,2011-09-07,0
41.989,-87.691,2,2013-08-29,2013-08-29,0
41.989,-87.692,2,2013-08-29,2013-08-29,0
41.989,-87.693,1,2013-08-29,2013-08-29,0
41.989,-87.694,2,2013-08-29,2013-08-29,0
41.989,-87.697,4,2013-08-29,2013-08-29,0
41.989,-87.698,4,2013-08-29,2013-08-29,0
41.989,-87.794,1,2011-09-07,2011-09-07,0
41.989,-87.795,1,2011-09-07,2011-09-07,0
41.989,-87.796,1,2011-09-07,2011-09-07,0
41.989,-87.797,2,2011-09-07,2011-09-07,0
41.989,-87.8,2,2011-09-07,2011-09-07,0
41.989,-87.801,1,2011-09-07,2011-09-07,0
41.989,-87.802,1,2011-09-07,2011-09-07,0
41.989,-87.803,2,2011-09-07,2011-09-07,0
41.989,-87.805,2,2011-09-07,2011-09-07,0
41.989,-87.806,1,2011-09-07,2011-09-07,0
41.989,-87.807,1,2011-09-07,2011-09-07,0
41.989,-87.808,2,2011-09-07,2011-09-07,0
41.989,-87.81,2,2011-09-07,2011-09-07,0
41.989,-87.813,1,2011-09-07,2011-09-07,0
41.989,-87.817,2,2011-09-07,2011-09-07,0
41.986,-87.797,1,2011-09-07,2011-09-07,0
41.986,-87.798,2,2011-09-07,2011-09-07,0
41.986,-87.799,3,2011-09-07,2011-09-07,0
41.983,-87.688,8,2013-08-29,2013-08-29,0
41.983,-87.675,1,2013-08-29,2013-08-29,0
41.983,-87.677,1,2013-08-29,2013-08-29,0
41.983,-87.68,6,2013-08-29,2013-08-29,0
41.983,-87.681,4,2013-08-29,2013-08-29,0
41.983,-87.682,2,2013-08-29,2013-08-29,0
41.983,-87.683,9,2013-08-29,2013-08-29,0
41.983,-87.684,4,2013-08-29,2013-08-29,0
41.983,-87.685,1,2013-08-29,2013-08-29,0
41.983,-87.686,9,2013-08-29,2013-08-29,0
41.983,-87.687,6,2013-08-29,2013-08-29,0
41.983,-87.697,1,2013-08-29,2013-08-29,0
41.983,-87.798,3,2011-09-07,2011-09-07,0
41.983,-87.698,1,2013-08-29,2013-08-29,0
41.983,-87.788,1,2011-09-07,2011-09-07,0
41.983,-87.789,2,2011-09-07,2011-09-07,0
41.983,-87.79,1,2011-09-07,2011-09-07,0
41.983,-87.791,1,2011-09-07,2011-09-07,0
41.983,-87.792,2,2011-09-07,2011-09-07,0
41.983,-87.793,2,2011-09-07,2011-09-07,0
41.983,-87.794,1,2011-09-07,2011-09-07,0
41.983,-87.795,3,2011-09-07,2011-09-07,0
41.983,-87.796,1,2011-09-07,2011-09-07,0
41.984,-87.828,2,2011-09-07,2011-09-07,0
41.984,-87.827,2,2011-09-07,2011-09-07,0
41.984,-87.826,2,2011-09-07,2011-09-07,0
41.984,-87.825,3,2011-09-07,2011-09-07,0
41.984,-87.799,1,2011-09-07,2011-09-07,0
41.984,-87.8,2,2011-09-07,2011-09-07,0
41.984,-87.801,3,2011-09-07,2011-09-07,0
41.984,-87.802,2,2011-09-07,2011-09-07,0
41.984,-87.803,2,2011-09-07,2011-09-07,0
41.984,-87.804,2,2011-09-07,2011-09-07,0
41.984,-87.805,2,2011-09-07,2011-09-07,0
41.984,-87.807,5,2011-09-07,2011-09-07,0
41.984,-87.808,2,2011-09-07,2011-09-07,0
41.984,-87.809,4,2011-09-07,2011-09-07,0
41.984,-87.81,2,2011-09-07,2011-09-07,0
41.984,-87.811,1,2011-09-07,2011-09-07,0
41.984,-87.812,3,2011-09-07,2011-09-07,0
41.984,-87.813,3,2011-09-07,2011-09-07,0
41.984,-87.814,2,2011-09-07,2011-09-07,0
41.984,-87.815,4,2011-09-07,2011-09-07,0
41.984,-87.816,2,2011-09-07,2011-09-07,0
41.984,-87.817,1,2011-09-07,2011-09-07,0
41.984,-87.818,4,2011-09-07,2011-09-07,0
41.984,-87.819,2,2011-09-07,2011-09-07,0
41.984,-87.824,2,2011-09-07,2011-09-07,0
41.983,-87.797,1,2011-09-07,2011-09-07,0
41.983,-87.8,2,2011-09-07,2011-09-07,0
41.986,-87.801,3,2011-09-07,2011-09-07,0
41.982,-87.685,4,2013-08-29,2013-08-29,0
41.983,-87.833,3,2011-09-07,2011-09-07,0
41.983,-87.834,2,2011-09-07,2011-09-07,0
41.983,-87.842,2,2013-09-05,2013-09-05,0
41.982,-87.675,2,2013-08-29,2013-08-29,0
41.982,-87.677,2,2013-08-29,2013-08-29,0
41.982,-87.68,2,2013-08-29,2013-08-29,0
41.982,-87.681,4,2013-08-29,2013-08-29,0
41.982,-87.682,4,2013-08-29,2013-08-29,0
41.982,-87.683,8,2013-08-29,2013-08-29,0
41.982,-87.684,3,2013-08-29,2013-08-29,0
41.982,-87.686,5,2013-08-29,2013-08-29,0
41.983,-87.801,1,2011-09-07,2011-09-07,0
41.982,-87.687,1,2013-08-29,2013-08-29,0
41.982,-87.688,6,2013-08-29,2013-08-29,0
41.982,-87.694,2,2013-08-29,2013-08-29,0
41.982,-87.695,2,2013-08-29,2013-08-29,0
41.982,-87.696,1,2013-08-29,2013-08-29,0
41.982,-87.697,1,2013-08-29,2013-08-29,0
41.982,-87.798,1,2011-09-07,2011-09-07,0
41.982,-87.799,1,2011-09-07,2011-09-07,0
41.982,-87.803,2,2011-09-07,2011-09-07,0
41.982,-87.814,3,2011-09-07,2011-09-07,0
41.983,-87.828,2,2011-09-07,2011-09-07,0
41.983,-87.826,4,2011-09-07,2011-09-07,0
41.983,-87.825,4,2011-09-07,2011-09-07,0
41.983,-87.824,3,2011-09-07,2011-09-07,0
41.983,-87.802,3,2011-09-07,2011-09-07,0
41.983,-87.803,2,2011-09-07,2011-09-07,0
41.983,-87.804,3,2011-09-07,2011-09-07,0
41.983,-87.805,3,2011-09-07,2011-09-07,0
41.983,-87.806,1,2011-09-07,2011-09-07,0
41.983,-87.807,1,2011-09-07,2011-09-07,0
41.983,-87.809,2,2011-09-07,2011-09-07,0
41.983,-87.81,2,2011-09-07,2011-09-07,0
41.983,-87.811,3,2011-09-07,2011-09-07,0
41.983,-87.812,4,2011-09-07,2011-09-07,0
41.983,-87.813,4,2011-09-07,2011-09-07,0
41.983,-87.814,5,2011-09-07,2011-09-07,0
41.983,-87.815,1,2011-09-07,2011-09-07,0
41.983,-87.816,2,2011-09-07,2011-09-07,0
41.983,-87.817,6,2011-09-07,2011-09-07,0
41.983,-87.818,4,2011-09-07,2011-09-07,0
41.983,-87.819,3,2011-09-07,2011-09-07,0
41.983,-87.82,3,2011-09-07,2011-09-07,0
41.983,-87.821,5,2011-09-07,2011-09-07,0
41.983,-87.822,3,2011-09-07,2011-09-07,0
41.983,-87.823,2,2011-09-07,2011-09-07,0
41.984,-87.798,3,2011-09-07,2011-09-07,0
41.984,-87.795,1,2011-09-07,2011-09-07,0
41.984,-87.793,2,2011-09-07,2011-09-07,0
41.985,-87.685,5,2013-08-29,2013-08-29,0
41.985,-87.675,4,2013-08-29,2013-08-29,0
41.985,-87.676,2,2013-08-29,2013-08-29,0
41.985,-87.677,7,2013-08-29,2013-08-29,0
41.985,-87.678,14,2013-08-29,2013-08-29,0
41.985,-87.679,12,2013-08-29,2013-08-29,0
41.985,-87.68,4,2013-08-29,2013-08-29,0
41.985,-87.681,6,2013-08-29,2013-08-29,0
41.985,-87.682,6,2013-08-29,2013-08-29,0
41.985,-87.683,4,2013-08-29,2013-08-29,0
41.985,-87.684,4,2013-08-29,2013-08-29,0
41.985,-87.686,1,2013-08-29,2013-08-29,0
41.984,-87.788,2,2011-09-07,2011-09-07,0
41.985,-87.687,4,2013-08-29,2013-08-29,0
41.985,-87.691,2,2013-08-29,2013-08-29,0
41.985,-87.692,2,2013-08-29,2013-08-29,0
41.985,-87.693,2,2013-08-29,2013-08-29,0
41.985,-87.694,1,2013-08-29,2013-08-29,0
41.985,-87.697,3,2013-08-29,2013-08-29,0
41.985,-87.698,1,2013-08-29,2013-08-29,0
41.985,-87.788,1,2011-09-07,2011-09-07,0
41.985,-87.789,3,2011-09-07,2011-09-07,0
41.985,-87.79,2,2011-09-07,2011-09-07,0
41.985,-87.673,3,2013-08-29,2013-08-29,0
41.985,-87.672,1,2013-08-29,2013-08-29,0
41.985,-87.671,4,2013-08-29,2013-08-29,0
41.986,-87.823,3,2011-09-07,2011-09-07,0
41.986,-87.802,2,2011-09-07,2011-09-07,0
41.986,-87.803,2,2011-09-07,2011-09-07,0
41.986,-87.804,1,2011-09-07,2011-09-07,0
41.986,-87.805,2,2011-09-07,2011-09-07,0
41.986,-87.806,4,2011-09-07,2011-09-07,0
41.986,-87.807,4,2011-09-07,2011-09-07,0
41.986,-87.808,1,2011-09-07,2011-09-07,0
41.986,-87.809,1,2011-09-07,2011-09-07,0
41.986,-87.81,3,2011-09-07,2011-09-07,0
41.986,-87.811,1,2011-09-07,2011-09-07,0
41.986,-87.812,2,2011-09-07,2011-09-07,0
41.986,-87.813,2,2011-09-07,2011-09-07,0
41.986,-87.814,1,2011-09-07,2011-09-07,0
41.986,-87.815,2,2011-09-07,2011-09-07,0
41.986,-87.816,1,2011-09-07,2011-09-07,0
41.986,-87.817,1,2011-09-07,2011-09-07,0
41.986,-87.818,2,2011-09-07,2011-09-07,0
41.986,-87.819,2,2011-09-07,2011-09-07,0
41.986,-87.82,3,2011-09-07,2011-09-07,0
41.986,-87.821,1,2011-09-07,2011-09-07,0
41.986,-87.822,1,2011-09-07,2011-09-07,0
41.985,-87.793,3,2011-09-07,2011-09-07,0
41.985,-87.794,3,2011-09-07,2011-09-07,0
41.985,-87.795,2,2011-09-07,2011-09-07,0
41.985,-87.823,3,2011-09-07,2011-09-07,0
41.984,-87.672,1,2013-08-29,2013-08-29,0
41.984,-87.673,2,2013-08-29,2013-08-29,0
41.984,-87.674,1,2013-08-29,2013-08-29,0
41.984,-87.675,3,2013-08-29,2013-08-29,0
41.984,-87.677,4,2013-08-29,2013-08-29,0
41.984,-87.678,5,2013-08-29,2013-08-29,0
41.984,-87.679,12,2013-08-29,2013-08-29,0
41.984,-87.68,6,2013-08-29,2013-08-29,0
41.984,-87.681,4,2013-08-29,2013-08-29,0
41.984,-87.682,4,2013-08-29,2013-08-29,0
41.984,-87.683,2,2013-08-29,2013-08-29,0
41.984,-87.685,5,2013-08-29,2013-08-29,0
41.984,-87.686,2,2013-08-29,2013-08-29,0
41.984,-87.687,1,2013-08-29,2013-08-29,0
41.984,-87.688,1,2013-08-29,2013-08-29,0
41.984,-87.689,2,2013-08-29,2013-08-29,0
41.984,-87.691,2,2013-08-29,2013-08-29,0
41.984,-87.692,2,2013-08-29,2013-08-29,0
41.984,-87.693,2,2013-08-29,2013-08-29,0
41.984,-87.694,2,2013-08-29,2013-08-29,0
41.984,-87.698,1,2013-08-29,2013-08-29,0
41.984,-87.671,2,2013-08-29,2013-08-29,0
41.985,-87.822,2,2011-09-07,2011-09-07,0
41.985,-87.796,3,2011-09-07,2011-09-07,0
41.985,-87.821,1,2011-09-07,2011-09-07,0
41.985,-87.797,1,2011-09-07,2011-09-07,0
41.985,-87.798,2,2011-09-07,2011-09-07,0
41.985,-87.799,1,2011-09-07,2011-09-07,0
41.985,-87.8,2,2011-09-07,2011-09-07,0
41.985,-87.802,1,2011-09-07,2011-09-07,0
41.985,-87.803,3,2011-09-07,2011-09-07,0
41.985,-87.804,3,2011-09-07,2011-09-07,0
41.985,-87.805,1,2011-09-07,2011-09-07,0
41.985,-87.806,1,2011-09-07,2011-09-07,0
41.985,-87.807,1,2011-09-07,2011-09-07,0
41.985,-87.81,5,2011-09-07,2011-09-07,0
41.985,-87.811,3,2011-09-07,2011-09-07,0
41.985,-87.812,3,2011-09-07,2011-09-07,0
41.985,-87.813,3,2011-09-07,2011-09-07,0
41.985,-87.814,2,2011-09-07,2011-09-07,0
41.985,-87.815,2,2011-09-07,2011-09-07,0
41.985,-87.816,1,2011-09-07,2011-09-07,0
41.985,-87.817,2,2011-09-07,2011-09-07,0
41.985,-87.818,3,2011-09-07,2011-09-07,0
41.985,-87.819,1,2011-09-07,2011-09-07,0
41.985,-87.82,4,2011-09-07,2011-09-07,0
41.933,-87.706,2,2013-08-08,2013-08-08,0
41.933,-87.712,2,2013-08-08,2013-08-08,0
41.714,-87.659,1,2013-07-17,2013-07-17,0
41.75,-87.623,2,2013-08-22,2013-08-22,0
41.755,-87.623,2,2013-08-22,2013-08-22,0
41.754,-87.61,2,2013-08-22,2013-08-22,0
41.754,-87.623,3,2013-08-22,2013-08-22,0
41.753,-87.61,1,2013-08-22,2013-08-22,0
41.753,-87.623,2,2013-08-22,2013-08-22,0
41.752,-87.61,2,2013-08-22,2013-08-22,0
41.752,-87.623,2,2013-08-22,2013-08-22,0
41.751,-87.61,2,2013-08-22,2013-08-22,0
41.751,-87.623,1,2013-08-22,2013-08-22,0
41.75,-87.61,1,2013-08-22,2013-08-22,0
41.749,-87.61,2,2013-08-22,2013-08-22,0
41.744,-87.601,1,2013-08-22,2013-08-22,0
41.749,-87.623,1,2013-08-22,2013-08-22,0
41.748,-87.61,1,2013-08-22,2013-08-22,0
41.748,-87.623,2,2013-08-22,2013-08-22,0
41.747,-87.61,2,2013-08-22,2013-08-22,0
41.747,-87.623,1,2013-08-22,2013-08-22,0
41.746,-87.61,2,2013-08-22,2013-08-22,0
41.746,-87.623,2,2013-08-22,2013-08-22,0
41.745,-87.61,2,2013-08-22,2013-08-22,0
41.745,-87.623,1,2013-08-22,2013-08-22,0
41.744,-87.59,1,2013-08-22,2013-08-22,0
41.755,-87.61,1,2013-08-22,2013-08-22,0
41.756,-87.623,2,2013-08-22,2013-08-22,0
41.756,-87.61,1,2013-08-22,2013-08-22,0
41.757,-87.623,2,2013-08-22,2013-08-22,0
41.76,-87.712,2,2013-08-29,2013-08-29,0
41.759,-87.61,1,2013-08-22,2013-08-22,0
41.759,-87.617,2,2013-08-22,2013-08-22,0
41.759,-87.618,1,2013-08-22,2013-08-22,0
41.759,-87.623,2,2013-08-22,2013-08-22,0
41.759,-87.694,1,2013-08-29,2013-08-29,0
41.759,-87.695,1,2013-08-29,2013-08-29,0
41.759,-87.697,1,2013-08-29,2013-08-29,0
41.759,-87.698,2,2013-08-29,2013-08-29,0
41.759,-87.699,2,2013-08-29,2013-08-29,0
41.759,-87.7,2,2013-08-29,2013-08-29,0
41.759,-87.701,5,2013-08-29,2013-08-29,0
41.759,-87.708,2,2013-08-29,2013-08-29,0
41.759,-87.709,1,2013-08-29,2013-08-29,0
41.759,-87.71,1,2013-08-29,2013-08-29,0
41.759,-87.711,1,2013-08-29,2013-08-29,0
41.759,-87.712,2,2013-08-29,2013-08-29,0
41.758,-87.61,2,2013-08-22,2013-08-22,0
41.758,-87.618,1,2013-08-22,2013-08-22,0
41.758,-87.623,1,2013-08-22,2013-08-22,0
41.757,-87.61,2,2013-08-22,2013-08-22,0
41.744,-87.592,1,2013-08-22,2013-08-22,0
41.744,-87.602,2,2013-08-22,2013-08-22,0
41.76,-87.71,1,2013-08-29,2013-08-29,0
41.743,-87.658,2,2013-07-17,2013-07-17,0
41.743,-87.648,5,2013-07-17,2013-07-17,0
41.743,-87.649,2,2013-07-17,2013-07-17,0
41.743,-87.65,2,2013-07-17,2013-07-17,0
41.743,-87.651,2,2013-07-17,2013-07-17,0
41.743,-87.652,2,2013-07-17,2013-07-17,0
41.743,-87.653,1,2013-07-17,2013-07-17,0
41.743,-87.654,2,2013-07-17,2013-07-17,0
41.743,-87.655,2,2013-07-17,2013-07-17,0
41.743,-87.656,3,2013-07-17,2013-07-17,0
41.743,-87.657,2,2013-07-17,2013-07-17,0
41.743,-87.662,2,2013-07-17,2013-07-17,0
41.744,-87.603,1,2013-08-22,2013-08-22,0
41.743,-87.663,1,2013-07-17,2013-07-17,0
41.742,-87.59,1,2013-08-22,2013-08-22,0
41.742,-87.591,1,2013-08-22,2013-08-22,0
41.742,-87.601,2,2013-08-22,2013-08-22,0
41.742,-87.603,2,2013-08-22,2013-08-22,0
41.742,-87.604,2,2013-08-22,2013-08-22,0
41.742,-87.606,1,2013-08-22,2013-08-22,0
41.742,-87.607,3,2013-08-22,2013-08-22,0
41.742,-87.61,1,2013-08-22,2013-08-22,0
41.742,-87.612,1,2013-08-22,2013-08-22,0
41.743,-87.646,4,2013-07-17,2013-07-17,0
41.743,-87.645,2,2013-07-17,2013-07-17,0
41.743,-87.642,3,2013-07-17,2013-07-17,0
41.743,-87.641,1,2013-07-17,2013-07-17,0
41.744,-87.604,1,2013-08-22,2013-08-22,0
41.744,-87.607,1,2013-08-22,2013-08-22,0
41.744,-87.61,1,2013-08-22,2013-08-22,0
41.744,-87.618,1,2013-08-22,2013-08-22,0
41.744,-87.621,1,2013-08-22,2013-08-22,0
41.744,-87.623,2,2013-08-22,2013-08-22,0
41.743,-87.59,2,2013-08-22,2013-08-22,0
41.743,-87.592,2,2013-08-22,2013-08-22,0
41.743,-87.601,2,2013-08-22,2013-08-22,0
41.743,-87.603,2,2013-08-22,2013-08-22,0
41.743,-87.604,1,2013-08-22,2013-08-22,0
41.743,-87.607,2,2013-08-22,2013-08-22,0
41.743,-87.61,2,2013-08-22,2013-08-22,0
41.743,-87.612,2,2013-08-22,2013-08-22,0
41.743,-87.613,2,2013-08-22,2013-08-22,0
41.743,-87.616,2,2013-08-22,2013-08-22,0
41.743,-87.618,1,2013-08-22,2013-08-22,0
41.743,-87.62,2,2013-08-22,2013-08-22,0
41.743,-87.621,1,2013-08-22,2013-08-22,0
41.743,-87.623,1,2013-08-22,2013-08-22,0
41.743,-87.64,1,2013-07-17,2013-07-17,0
41.76,-87.711,1,2013-08-29,2013-08-29,0
41.76,-87.709,1,2013-08-29,2013-08-29,0
41.742,-87.616,2,2013-08-22,2013-08-22,0
41.762,-87.702,2,2013-08-29,2013-08-29,0
41.763,-87.72,2,2013-08-29,2013-08-29,0
41.763,-87.721,1,2013-08-29,2013-08-29,0
41.762,-87.618,1,2013-08-22,2013-08-22,0
41.762,-87.62,2,2013-08-22,2013-08-22,0
41.762,-87.694,1,2013-08-29,2013-08-29,0
41.762,-87.695,2,2013-08-29,2013-08-29,0
41.762,-87.697,2,2013-08-29,2013-08-29,0
41.762,-87.698,2,2013-08-29,2013-08-29,0
41.762,-87.699,2,2013-08-29,2013-08-29,0
41.762,-87.7,4,2013-08-29,2013-08-29,0
41.762,-87.704,3,2013-08-29,2013-08-29,0
41.762,-87.717,3,2013-08-29,2013-08-29,0
41.762,-87.705,3,2013-08-29,2013-08-29,0
41.762,-87.706,2,2013-08-29,2013-08-29,0
41.762,-87.708,6,2013-08-29,2013-08-29,0
41.762,-87.709,2,2013-08-29,2013-08-29,0
41.762,-87.71,3,2013-08-29,2013-08-29,0
41.762,-87.711,2,2013-08-29,2013-08-29,0
41.762,-87.712,2,2013-08-29,2013-08-29,0
41.762,-87.713,1,2013-08-29,2013-08-29,0
41.762,-87.714,4,2013-08-29,2013-08-29,0
41.762,-87.715,3,2013-08-29,2013-08-29,0
41.763,-87.719,2,2013-08-29,2013-08-29,0
41.763,-87.717,2,2013-08-29,2013-08-29,0
41.763,-87.716,2,2013-08-29,2013-08-29,0
41.763,-87.715,1,2013-08-29,2013-08-29,0
41.764,-87.721,2,2013-08-29,2013-08-29,0
41.763,-87.618,1,2013-08-22,2013-08-22,0
41.763,-87.619,1,2013-08-22,2013-08-22,0
41.763,-87.62,1,2013-08-22,2013-08-22,0
41.763,-87.694,2,2013-08-29,2013-08-29,0
41.763,-87.695,1,2013-08-29,2013-08-29,0
41.763,-87.697,1,2013-08-29,2013-08-29,0
41.763,-87.698,2,2013-08-29,2013-08-29,0
41.763,-87.699,2,2013-08-29,2013-08-29,0
41.763,-87.7,3,2013-08-29,2013-08-29,0
41.763,-87.702,2,2013-08-29,2013-08-29,0
41.763,-87.704,3,2013-08-29,2013-08-29,0
41.763,-87.705,3,2013-08-29,2013-08-29,0
41.763,-87.706,4,2013-08-29,2013-08-29,0
41.763,-87.708,4,2013-08-29,2013-08-29,0
41.763,-87.709,1,2013-08-29,2013-08-29,0
41.763,-87.71,1,2013-08-29,2013-08-29,0
41.763,-87.711,2,2013-08-29,2013-08-29,0
41.763,-87.712,3,2013-08-29,2013-08-29,0
41.763,-87.713,2,2013-08-29,2013-08-29,0
41.763,-87.714,2,2013-08-29,2013-08-29,0
41.762,-87.716,4,2013-08-29,2013-08-29,0
41.762,-87.718,1,2013-08-29,2013-08-29,0
41.76,-87.708,4,2013-08-29,2013-08-29,0
41.76,-87.618,3,2013-08-22,2013-08-22,0
41.761,-87.719,4,2013-08-29,2013-08-29,0
41.761,-87.72,1,2013-08-29,2013-08-29,0
41.76,-87.61,1,2013-08-22,2013-08-22,0
41.76,-87.611,1,2013-08-22,2013-08-22,0
41.76,-87.612,1,2013-08-22,2013-08-22,0
41.76,-87.613,1,2013-08-22,2013-08-22,0
41.76,-87.614,1,2013-08-22,2013-08-22,0
41.76,-87.615,2,2013-08-22,2013-08-22,0
41.76,-87.616,1,2013-08-22,2013-08-22,0
41.76,-87.617,2,2013-08-22,2013-08-22,0
41.76,-87.62,1,2013-08-22,2013-08-22,0
41.762,-87.719,4,2013-08-29,2013-08-29,0
41.76,-87.621,1,2013-08-22,2013-08-22,0
41.76,-87.622,1,2013-08-22,2013-08-22,0
41.76,-87.623,2,2013-08-22,2013-08-22,0
41.76,-87.694,2,2013-08-29,2013-08-29,0
41.76,-87.695,2,2013-08-29,2013-08-29,0
41.76,-87.697,2,2013-08-29,2013-08-29,0
41.76,-87.698,1,2013-08-29,2013-08-29,0
41.76,-87.699,1,2013-08-29,2013-08-29,0
41.76,-87.7,5,2013-08-29,2013-08-29,0
41.76,-87.701,3,2013-08-29,2013-08-29,0
41.761,-87.717,3,2013-08-29,2013-08-29,0
41.761,-87.716,2,2013-08-29,2013-08-29,0
41.761,-87.715,3,2013-08-29,2013-08-29,0
41.761,-87.714,2,2013-08-29,2013-08-29,0
41.762,-87.72,3,2013-08-29,2013-08-29,0
41.762,-87.721,2,2013-08-29,2013-08-29,0
41.761,-87.618,2,2013-08-22,2013-08-22,0
41.761,-87.62,1,2013-08-22,2013-08-22,0
41.761,-87.694,2,2013-08-29,2013-08-29,0
41.761,-87.695,3,2013-08-29,2013-08-29,0
41.761,-87.697,2,2013-08-29,2013-08-29,0
41.761,-87.698,2,2013-08-29,2013-08-29,0
41.761,-87.699,2,2013-08-29,2013-08-29,0
41.761,-87.7,6,2013-08-29,2013-08-29,0
41.761,-87.701,5,2013-08-29,2013-08-29,0
41.761,-87.702,1,2013-08-29,2013-08-29,0
41.761,-87.704,4,2013-08-29,2013-08-29,0
41.761,-87.705,5,2013-08-29,2013-08-29,0
41.761,-87.706,2,2013-08-29,2013-08-29,0
41.761,-87.707,2,2013-08-29,2013-08-29,0
41.761,-87.708,2,2013-08-29,2013-08-29,0
41.761,-87.709,1,2013-08-29,2013-08-29,0
41.761,-87.71,1,2013-08-29,2013-08-29,0
41.761,-87.711,1,2013-08-29,2013-08-29,0
41.761,-87.712,3,2013-08-29,2013-08-29,0
41.742,-87.613,1,2013-08-22,2013-08-22,0
41.742,-87.618,2,2013-08-22,2013-08-22,0
41.781,-87.721,2,2013-08-29,2013-08-29,0
41.738,-87.613,1,2013-08-22,2013-08-22,0
41.739,-87.663,2,2013-07-17,2013-07-17,0
41.738,-87.59,1,2013-08-22,2013-08-22,0
41.738,-87.591,2,2013-08-22,2013-08-22,0
41.738,-87.593,1,2013-08-22,2013-08-22,0
41.738,-87.594,1,2013-08-22,2013-08-22,0
41.738,-87.601,1,2013-08-22,2013-08-22,0
41.738,-87.602,1,2013-08-22,2013-08-22,0
41.738,-87.604,2,2013-08-22,2013-08-22,0
41.738,-87.61,3,2013-08-22,2013-08-22,0
41.738,-87.611,2,2013-08-22,2013-08-22,0
41.738,-87.614,1,2013-08-22,2013-08-22,0
41.738,-87.641,2,2013-07-17,2013-07-17,0
41.738,-87.615,1,2013-08-22,2013-08-22,0
41.738,-87.616,2,2013-08-22,2013-08-22,0
41.738,-87.618,1,2013-08-22,2013-08-22,0
41.738,-87.619,2,2013-08-22,2013-08-22,0
41.738,-87.621,1,2013-08-22,2013-08-22,0
41.738,-87.622,1,2013-08-22,2013-08-22,0
41.738,-87.636,2,2013-07-17,2013-07-17,0
41.738,-87.637,1,2013-07-17,2013-07-17,0
41.738,-87.638,3,2013-07-17,2013-07-17,0
41.738,-87.639,3,2013-07-17,2013-07-17,0
41.739,-87.662,3,2013-07-17,2013-07-17,0
41.739,-87.661,2,2013-07-17,2013-07-17,0
41.739,-87.66,6,2013-07-17,2013-07-17,0
